124 ORY CDG 21:06 21:36 0.0
5688 ORY TLS 17:59 19:09 0.0
581 MAD CDG 09:25 11:30 0.0
5783 NCE ORY 18:46 20:11 0.0
6896 ORY SXB 20:01 21:01 0.0
5486 LYS BCN 12:46 14:06 0.0
3052 LYS ZRH 07:35 08:45 0.0
1486 CDG DUS 12:05 13:20 0.0
1224 CDG SVO 06:20 10:00 0.0
5063 TLS SXB 15:30 17:00 0.0
5841 BOD ORY 15:56 17:06 0.0
5176 TLS MRS 07:11+1 08:06+1 0.0
7308 CDG NTE 10:08+1 11:13+1 0.0
4640 TLS NCE 08:32 09:52 0.0
4080 ORY AJA 08:25 10:05 0.0
1698 CDG FRA 14:25 15:50 0.0
58 CDG ORY 00:45+1 01:15+1 0.0
5847 BOD ORY 22:18 23:28 0.0
5706 ORY TLS 15:11 16:21 0.0
54 CDG ORY 23:25 23:55 0.0
2864 CDG MLH 12:00 13:10 0.0
5354 RNS SXB 14:29 15:49 0.0
6905 SXB ORY 02:36+1 03:36+1 0.0
120 ORY CDG 02:01+1 02:31+1 0.0
6922 ORY MLH 03:36+1 04:36+1 0.0
7403 MRS LYS 13:05 14:00 0.0
1422 CDG GVA 21:59 23:09 0.0
4917 NTE NCE 12:50 14:20 0.0
7347 SXB CDG 00:17+1 01:27+1 0.0
7307 NTE CDG 03:12+1 04:17+1 0.0
6880 ORY SXB 17:52 18:52 0.0
2850 NTE MPL 05:55 07:15 0.0
85 ORY CDG 06:27 06:57 0.0
4981 CFE LYS 05:35 06:15 0.0
5619 MRS ORY 16:41 18:01 0.0
7411 NCE LYS 05:40 06:35 0.0
1451 LHR CDG 22:40 23:50 0.0
7830 LYS AMS 11:20 13:10 0.0
4973 CFE SXB 05:50 06:55 0.0
7883 AMS BOD 05:49+1 07:39+1 0.0
7041 PUF ORY 18:30 19:50 0.0
7554 SXB NCE 09:15 10:35 0.0
2680 RNS BOD 16:42 17:42 0.0
138 ORY CDG 11:25+1 11:55+1 0.0
5600 ORY MRS 01:12+1 02:27+1 0.0
7417 NCE LYS 13:05 14:00 0.0
7340 CDG SXB 06:35 07:45 0.0
9342 LYS MXP 10:40 11:55 0.0
4918 NCE NTE 20:03 21:38 0.0
2208 ORY MAD 22:47 00:42+1 0.0
123 ORY CDG 21:11 21:41 0.0
7013 CFE ORY 06:02 06:57 0.0
7555 NCE SXB 21:59 23:19 0.0
2801 BOD CFE 20:00 20:55 0.0
7397 LYS LIL 05:14+1 06:29+1 0.0
5723 TLS ORY 00:11+1 01:31+1 0.0
5855 BOD ORY 10:10+1 11:20+1 0.0
2766 LIL CFE 19:30 20:55 0.0
5314 LIG LYS 22:26 23:31 0.0
4593 DUB CDG 00:27+1 02:22+1 0.0
1681 MAD CDG 16:44 18:49 0.0
4322 NCE BIA 19:40 20:35 0.0
2763 CFE LIL 05:30 06:55 0.0
30 CDG ORY 20:11 20:41 0.0
7283 NCE CDG 12:00 13:35 0.0
5145 VCE LYS 22:56 00:21+1 0.0
2804 CFE BOD 20:18 21:08 0.0
2023 GVA CDG 02:04+1 03:14+1 0.0
4285 AJA NCE 13:50 14:45 0.0
2741 NTE CFE 22:19 23:19 0.0
1622 CDG GVA 11:00 12:10 0.0
6982 ORY LYS 07:40 08:45 0.0
1619 VIE CDG 03:56+1 06:01+1 0.0
5362 LYS SXB 19:00 20:05 0.0
7354 CDG PUF 03:16+1 04:41+1 0.0
2740 BOD LIS 19:40 21:25 2739.0
1704 CDG LIS 05:41+1 08:11+1 0.0
6887 SXB ORY 14:44 15:44 0.0
2707 NTE BOD 18:00 18:50 0.0
4690 CDG ZRH 03:21+1 04:46+1 0.0
5088 LIL TLS 17:25 18:55 0.0
4686 CDG ZRH 03:44+1 05:04+1 0.0
26 CDG ORY 08:20 08:50 0.0
5808 ORY NCE 03:19+1 04:39+1 0.0
5603 MRS ORY 17:11 18:31 0.0
7221 LYS CDG 11:20 12:30 0.0
1595 MXP CDG 20:53 22:23 0.0
7061 BIQ ORY 20:04 21:24 0.0
2827 MXP TLS 17:35 19:00 0.0
5015 BIQ LYS 18:24 19:44 0.0
1705 LIS CDG 13:06 15:36 0.0
7422 LYS TLS 15:00 16:05 0.0
4685 ZRH CDG 15:35 17:00 0.0
#
